Title,Authors,Published Date,Abstract,Link
Proofs of Useful Work from Arbitrary Matrix Multiplication,"Ilan Komargodski, Itamar Schen, Omri Weinstein",2025-04-14T08:22:40Z,"  We revisit the longstanding open problem of implementing Nakamoto's
proof-of-work (PoW) consensus based on a real-world computational task $T(x)$
(as opposed to artificial random hashing), in a truly permissionless setting
where the miner itself chooses the input $x$. The challenge in designing such a
Proof-of-Useful-Work (PoUW) protocol, is using the native computation of $T(x)$
to produce a PoW certificate with prescribed hardness and with negligible
computational overhead over the worst-case complexity of $T(\cdot)$ -- This
ensures malicious miners cannot ``game the system"" by fooling the verifier to
accept with higher probability compared to honest miners (while using similar
computational resources). Indeed, obtaining a PoUW with $O(1)$-factor overhead
is trivial for any task $T$, but also useless.
  Our main result is a PoUW for the task of Matrix Multiplication $MatMul(A,B)$
of arbitrary matrices with $1+o(1)$ multiplicative overhead compared to naive
$MatMul$ (even in the presence of Fast Matrix Multiplication-style algorithms,
which are currently impractical). We conjecture that our protocol has optimal
security in the sense that a malicious prover cannot obtain any significant
advantage over an honest prover. This conjecture is based on reducing hardness
of our protocol to the task of solving a batch of low-rank random linear
equations which is of independent interest.
  Since $MatMul$s are the bottleneck of AI compute as well as countless
industry-scale applications, this primitive suggests a concrete design of a new
L1 base-layer protocol, which nearly eliminates the energy-waste of Bitcoin
mining -- allowing GPU consumers to reduce their AI training and inference
costs by ``re-using"" it for blockchain consensus, in exchange for block rewards
(2-for-1). This blockchain is currently under construction.
",http://arxiv.org/abs/2504.09971v1
"TianQuan-Climate: A Subseasonal-to-Seasonal Global Weather Model via
  Incorporate Climatology State","Guowen Li, Xintong Liu, Shilei Cao, Haoyuan Liang, Mengxuan Chen, Lixian Zhang, Jinxiao Zhang, Jiuke Wang, Meng Jin, Juepeng Zheng",2025-04-14T07:02:34Z,"  Subseasonal forecasting serves as an important support for Sustainable
Development Goals (SDGs), such as climate challenges, agricultural yield and
sustainable energy production. However, subseasonal forecasting is a complex
task in meteorology due to dissipating initial conditions and delayed external
forces. Although AI models are increasingly pushing the boundaries of this
forecasting limit, they face two major challenges: error accumulation and
Smoothness. To address these two challenges, we propose Climate Furnace
Subseasonal-to-Seasonal (TianQuan-Climate), a novel machine learning model
designed to provide global daily mean forecasts up to 45 days, covering five
upper-air atmospheric variables at 13 pressure levels and two surface
variables. Our proposed TianQuan-Climate has two advantages: 1) it utilizes a
multi-model prediction strategy to reduce system error impacts in long-term
subseasonal forecasts; 2) it incorporates a Content Fusion Module for
climatological integration and extends ViT with uncertainty blocks (UD-ViT) to
improve generalization by learning from uncertainty. We demonstrate the
effectiveness of TianQuan-Climate on benchmarks for weather forecasting and
climate projections within the 15 to 45-day range, where TianQuan-Climate
outperforms existing numerical and AI methods.
",http://arxiv.org/abs/2504.09940v1
"Efficient Task-specific Conditional Diffusion Policies: Shortcut Model
  Acceleration and SO(3) Optimization","Haiyong Yu, Yanqiong Jin, Yonghao He, Wei Sui",2025-04-14T06:37:22Z,"  Imitation learning, particularly Diffusion Policies based methods, has
recently gained significant traction in embodied AI as a powerful approach to
action policy generation. These models efficiently generate action policies by
learning to predict noise. However, conventional Diffusion Policy methods rely
on iterative denoising, leading to inefficient inference and slow response
times, which hinder real-time robot control. To address these limitations, we
propose a Classifier-Free Shortcut Diffusion Policy (CF-SDP) that integrates
classifier-free guidance with shortcut-based acceleration, enabling efficient
task-specific action generation while significantly improving inference speed.
Furthermore, we extend diffusion modeling to the SO(3) manifold in shortcut
model, defining the forward and reverse processes in its tangent space with an
isotropic Gaussian distribution. This ensures stable and accurate rotational
estimation, enhancing the effectiveness of diffusion-based control. Our
approach achieves nearly 5x acceleration in diffusion inference compared to
DDIM-based Diffusion Policy while maintaining task performance. Evaluations
both on the RoboTwin simulation platform and real-world scenarios across
various tasks demonstrate the superiority of our method.
",http://arxiv.org/abs/2504.09927v1
"StePO-Rec: Towards Personalized Outfit Styling Assistant via
  Knowledge-Guided Multi-Step Reasoning","Yuxi Bi, Yunfan Gao, Haofen Wang",2025-04-14T06:24:56Z,"  Advancements in Generative AI offers new opportunities for FashionAI,
surpassing traditional recommendation systems that often lack transparency and
struggle to integrate expert knowledge, leaving the potential for personalized
fashion styling remain untapped. To address these challenges, we present PAFA
(Principle-Aware Fashion), a multi-granular knowledge base that organizes
professional styling expertise into three levels of metadata, domain
principles, and semantic relationships. Using PAFA, we develop StePO-Rec, a
knowledge-guided method for multi-step outfit recommendation. StePO-Rec
provides structured suggestions using a scenario-dimension-attribute framework,
employing recursive tree construction to align recommendations with both
professional principles and individual preferences. A preference-trend
re-ranking system further adapts to fashion trends while maintaining the
consistency of the user's original style. Experiments on the widely used
personalized outfit dataset IQON show a 28% increase in Recall@1 and 32.8% in
MAP. Furthermore, case studies highlight improved explainability, traceability,
result reliability, and the seamless integration of expertise and
personalization.
",http://arxiv.org/abs/2504.09915v1
"Labeling Messages as AI-Generated Does Not Reduce Their Persuasive
  Effects","Isabel O. Gallegos, Chen Shani, Weiyan Shi, Federico Bianchi, Izzy Gainsburg, Dan Jurafsky, Robb Willer",2025-04-14T04:22:39Z,"  As generative artificial intelligence (AI) enables the creation and
dissemination of information at massive scale and speed, it is increasingly
important to understand how people perceive AI-generated content. One prominent
policy proposal requires explicitly labeling AI-generated content to increase
transparency and encourage critical thinking about the information, but prior
research has not yet tested the effects of such labels. To address this gap, we
conducted a survey experiment (N=1601) on a diverse sample of Americans,
presenting participants with an AI-generated message about several public
policies (e.g., allowing colleges to pay student-athletes), randomly assigning
whether participants were told the message was generated by (a) an expert AI
model, (b) a human policy expert, or (c) no label. We found that messages were
generally persuasive, influencing participants' views of the policies by 9.74
percentage points on average. However, while 94.6% of participants assigned to
the AI and human label conditions believed the authorship labels, labels had no
significant effects on participants' attitude change toward the policies,
judgments of message accuracy, nor intentions to share the message with others.
These patterns were robust across a variety of participant characteristics,
including prior knowledge of the policy, prior experience with AI, political
party, education level, or age. Taken together, these results imply that, while
authorship labels would likely enhance transparency, they are unlikely to
substantially affect the persuasiveness of the labeled content, highlighting
the need for alternative strategies to address challenges posed by AI-generated
information.
",http://arxiv.org/abs/2504.09865v1
"EthosGPT: Mapping Human Value Diversity to Advance Sustainable
  Development Goals (SDGs)",Luyao Zhang,2025-04-14T04:14:13Z,"  Large language models (LLMs) are transforming global decision-making and
societal systems by processing diverse data at unprecedented scales. However,
their potential to homogenize human values poses critical risks, similar to
biodiversity loss undermining ecological resilience. Rooted in the ancient
Greek concept of ethos, meaning both individual character and the shared moral
fabric of communities, EthosGPT draws on a tradition that spans from
Aristotle's virtue ethics to Adam Smith's moral sentiments as the ethical
foundation of economic cooperation. These traditions underscore the vital role
of value diversity in fostering social trust, institutional legitimacy, and
long-term prosperity. EthosGPT addresses the challenge of value homogenization
by introducing an open-source framework for mapping and evaluating LLMs within
a global scale of human values. Using international survey data on cultural
indices, prompt-based assessments, and comparative statistical analyses,
EthosGPT reveals both the adaptability and biases of LLMs across regions and
cultures. It offers actionable insights for developing inclusive LLMs, such as
diversifying training data and preserving endangered cultural heritage to
ensure representation in AI systems. These contributions align with the United
Nations Sustainable Development Goals (SDGs), especially SDG 10 (Reduced
Inequalities), SDG 11.4 (Cultural Heritage Preservation), and SDG 16 (Peace,
Justice and Strong Institutions). Through interdisciplinary collaboration,
EthosGPT promotes AI systems that are both technically robust and ethically
inclusive, advancing value plurality as a cornerstone for sustainable and
equitable futures.
",http://arxiv.org/abs/2504.09861v1
"Working with Large Language Models to Enhance Messaging Effectiveness
  for Vaccine Confidence","Lucinda Gullison, Feng Fu",2025-04-14T04:06:46Z,"  Vaccine hesitancy and misinformation are significant barriers to achieving
widespread vaccination coverage. Smaller public health departments may lack the
expertise or resources to craft effective vaccine messaging. This paper
explores the potential of ChatGPT-augmented messaging to promote confidence in
vaccination uptake.
  We conducted a survey in which participants chose between pairs of
vaccination messages and assessed which was more persuasive and to what extent.
In each pair, one message was the original, and the other was augmented by
ChatGPT. At the end of the survey, participants were informed that half of the
messages had been generated by ChatGPT. They were then asked to provide both
quantitative and qualitative responses regarding how knowledge of a message's
ChatGPT origin affected their impressions.
  Overall, ChatGPT-augmented messages were rated slightly higher than the
original messages. These messages generally scored better when they were
longer. Respondents did not express major concerns about ChatGPT-generated
content, nor was there a significant relationship between participants' views
on ChatGPT and their message ratings. Notably, there was a correlation between
whether a message appeared first or second in a pair and its score.
  These results point to the potential of ChatGPT to enhance vaccine messaging,
suggesting a promising direction for future research on human-AI collaboration
in public health communication.
",http://arxiv.org/abs/2504.09857v1
"CKMImageNet: A Dataset for AI-Based Channel Knowledge Map Towards
  Environment-Aware Communication and Sensing","Zijian Wu, Di Wu, Shen Fu, Yuelong Qiu, Yong Zeng",2025-04-14T03:40:35Z,"  With the increasing demand for real-time channel state information (CSI) in
sixth-generation (6G) mobile communication networks, channel knowledge map
(CKM) emerges as a promising technique, offering a site-specific database that
enables environment-awareness and significantly enhances communication and
sensing performance by leveraging a priori wireless channel knowledge. However,
efficient construction and utilization of CKMs require high-quality, massive,
and location-specific channel knowledge data that accurately reflects the
real-world environments. Inspired by the great success of ImageNet dataset in
advancing computer vision and image understanding in artificial intelligence
(AI) community, we introduce CKMImageNet, a dataset developed to bridge AI and
environment-aware wireless communications and sensing by integrating
location-specific channel knowledge data, high-fidelity environmental maps, and
their visual representations. CKMImageNet supports a wide range of AI-driven
approaches for CKM construction with spatially consistent and location-specific
channel knowledge data, including both supervised and unsupervised, as well as
discriminative and generative AI methods.
",http://arxiv.org/abs/2504.09849v1
"""All Roads Lead to ChatGPT"": How Generative AI is Eroding Social
  Interactions and Student Learning Communities","Irene Hou, Owen Man, Kate Hamilton, Srishty Muthusekaran, Jeffin Johnykutty, Leili Zadeh, Stephen MacNeil",2025-04-14T00:40:58Z,"  The widespread adoption of generative AI is already impacting learning and
help-seeking. While the benefits of generative AI are well-understood, recent
studies have also raised concerns about increased potential for cheating and
negative impacts on students' metacognition and critical thinking. However, the
potential impacts on social interactions, peer learning, and classroom dynamics
are not yet well understood. To investigate these aspects, we conducted 17
semi-structured interviews with undergraduate computing students across seven
R1 universities in North America. Our findings suggest that help-seeking
requests are now often mediated by generative AI. For example, students often
redirected questions from their peers to generative AI instead of providing
assistance themselves, undermining peer interaction. Students also reported
feeling increasingly isolated and demotivated as the social support systems
they rely on begin to break down. These findings are concerning given the
important role that social interactions play in students' learning and sense of
belonging.
",http://arxiv.org/abs/2504.09779v1
Understanding and Optimizing Multi-Stage AI Inference Pipelines,"Abhimanyu Rajeshkumar Bambhaniya, Hanjiang Wu, Suvinay Subramanian, Sudarshan Srinivasan, Souvik Kundu, Amir Yazdanbakhsh, Midhilesh Elavazhagan, Madhu Kumar, Tushar Krishna",2025-04-14T00:29:49Z,"  The rapid evolution of Large Language Models (LLMs) has driven the need for
increasingly sophisticated inference pipelines and hardware platforms. Modern
LLM serving extends beyond traditional prefill-decode workflows, incorporating
multi-stage processes such as Retrieval Augmented Generation (RAG), key-value
(KV) cache retrieval, dynamic model routing, and multi step reasoning. These
stages exhibit diverse computational demands, requiring distributed systems
that integrate GPUs, ASICs, CPUs, and memory-centric architectures. However,
existing simulators lack the fidelity to model these heterogeneous,
multi-engine workflows, limiting their ability to inform architectural
decisions.
  To address this gap, we introduce HERMES, a Heterogeneous Multi-stage LLM
inference Execution Simulator. HERMES models diverse request stages; including
RAG, KV retrieval, reasoning, prefill, and decode across complex hardware
hierarchies. HERMES supports heterogeneous clients executing multiple models
concurrently unlike prior frameworks while incorporating advanced batching
strategies and multi-level memory hierarchies. By integrating real hardware
traces with analytical modeling, HERMES captures critical trade-offs such as
memory bandwidth contention, inter-cluster communication latency, and batching
efficiency in hybrid CPU-accelerator deployments. Through case studies, we
explore the impact of reasoning stages on end-to-end latency, optimal batching
strategies for hybrid pipelines, and the architectural implications of remote
KV cache retrieval. HERMES empowers system designers to navigate the evolving
landscape of LLM inference, providing actionable insights into optimizing
hardware-software co-design for next-generation AI workloads.
",http://arxiv.org/abs/2504.09775v1
Integrating Large Language Models for Automated Structural Analysis,"Haoran Liang, Mohammad Talebi Kalaleh, Qipei Mei",2025-04-13T23:10:33Z,"  Automated analysis for engineering structures offers considerable potential
for boosting efficiency by minimizing repetitive tasks. Although AI-driven
methods are increasingly common, no systematic framework yet leverages Large
Language Models (LLMs) for automatic structural analysis. To address this gap,
we propose a novel framework that integrates LLMs with structural analysis
software. LLMs serve as the core engine: they parse structural descriptions
from text and translate them into executable Python scripts. Moreover, the
framework integrates the generative capabilities of LLMs with code-based finite
element (FE) tools like OpenSeesPy. It employs domain-specific prompt design
and in-context learning strategies to enhance the LLM's problem-solving
capabilities and generative stability, enabling fully automated structural
analysis from descriptive text to model outputs. In our experiments, we
introduce a well-curated small-scale benchmark dataset of 20 structural
analysis word problems (SAWPs) with ground-truth solutions and evaluate the
performance of different LLMs within our framework in solving these SAWPs. The
role of system instructions, crafted by structural engineers, is also
investigated to understand their impact on LLM-driven structural analysis.
Additionally, the generative stability of our framework is examined. Through
multiple validation experiments on the benchmark, our results demonstrate that
the proposed framework can substantially increase the level of automation in
solving SAWPs compared to traditional methods. Quantitatively, the framework,
built on GPT-4o, achieved 100% accuracy, surpassing GPT-4 (85%), Gemini 1.5 Pro
(80%), and Llama-3.3 (30%) on the test examples. Furthermore, integrating
domain-specific instructions enhanced performance by 30% on problems with
asymmetrical structural configurations.
",http://arxiv.org/abs/2504.09754v1
"Can LLM feedback enhance review quality? A randomized study of 20K
  reviews at ICLR 2025","Nitya Thakkar, Mert Yuksekgonul, Jake Silberg, Animesh Garg, Nanyun Peng, Fei Sha, Rose Yu, Carl Vondrick, James Zou",2025-04-13T22:01:25Z,"  Peer review at AI conferences is stressed by rapidly rising submission
volumes, leading to deteriorating review quality and increased author
dissatisfaction. To address these issues, we developed Review Feedback Agent, a
system leveraging multiple large language models (LLMs) to improve review
clarity and actionability by providing automated feedback on vague comments,
content misunderstandings, and unprofessional remarks to reviewers. Implemented
at ICLR 2025 as a large randomized control study, our system provided optional
feedback to more than 20,000 randomly selected reviews. To ensure high-quality
feedback for reviewers at this scale, we also developed a suite of automated
reliability tests powered by LLMs that acted as guardrails to ensure feedback
quality, with feedback only being sent to reviewers if it passed all the tests.
The results show that 27% of reviewers who received feedback updated their
reviews, and over 12,000 feedback suggestions from the agent were incorporated
by those reviewers. This suggests that many reviewers found the AI-generated
feedback sufficiently helpful to merit updating their reviews. Incorporating AI
feedback led to significantly longer reviews (an average increase of 80 words
among those who updated after receiving feedback) and more informative reviews,
as evaluated by blinded researchers. Moreover, reviewers who were selected to
receive AI feedback were also more engaged during paper rebuttals, as seen in
longer author-reviewer discussions. This work demonstrates that carefully
designed LLM-generated review feedback can enhance peer review quality by
making reviews more specific and actionable while increasing engagement between
reviewers and authors. The Review Feedback Agent is publicly available at
https://github.com/zou-group/review_feedback_agent.
",http://arxiv.org/abs/2504.09737v1
Agentic Workflows for Economic Research: Design and Implementation,"Herbert Dawid, Philipp Harting, Hankui Wang, Zhongli Wang, Jiachen Yi",2025-04-13T21:54:47Z,"  This paper introduces a methodology based on agentic workflows for economic
research that leverages Large Language Models (LLMs) and multimodal AI to
enhance research efficiency and reproducibility. Our approach features
autonomous and iterative processes covering the entire research lifecycle--from
ideation and literature review to economic modeling and data processing,
empirical analysis and result interpretation--with strategic human oversight.
The workflow architecture comprises specialized agents with clearly defined
roles, structured inter-agent communication protocols, systematic error
escalation pathways, and adaptive mechanisms that respond to changing research
demand. Human-in-the-loop (HITL) checkpoints are strategically integrated to
ensure methodological validity and ethical compliance. We demonstrate the
practical implementation of our framework using Microsoft's open-source
platform, AutoGen, presenting experimental examples that highlight both the
current capabilities and future potential of agentic workflows in improving
economic research.
",http://arxiv.org/abs/2504.09736v1
A Survey on Efficient Vision-Language Models,"Gaurav Shinde, Anuradha Ravi, Emon Dey, Shadman Sakib, Milind Rampure, Nirmalya Roy",2025-04-13T21:12:24Z,"  Vision-language models (VLMs) integrate visual and textual information,
enabling a wide range of applications such as image captioning and visual
question answering, making them crucial for modern AI systems. However, their
high computational demands pose challenges for real-time applications. This has
led to a growing focus on developing efficient vision language models. In this
survey, we review key techniques for optimizing VLMs on edge and
resource-constrained devices. We also explore compact VLM architectures,
frameworks and provide detailed insights into the performance-memory trade-offs
of efficient VLMs. Furthermore, we establish a GitHub repository at
https://github.com/MPSCUMBC/Efficient-Vision-Language-Models-A-Survey to
compile all surveyed papers, which we will actively update. Our objective is to
foster deeper research in this area.
",http://arxiv.org/abs/2504.09724v1
"NotebookLM: An LLM with RAG for active learning and collaborative
  tutoring",Eugenio Tufino,2025-04-13T21:01:21Z,"  This study explores NotebookLM, a Google Gemini powered AI platform that
integrates Retrieval Augmented Generation (RAG), as a collaborative physics
tutor, an area of research that is developing quickly. In our implementation,
NotebookLM was configured as an AI physics collaborative tutor to support
students in solving conceptually oriented physics problems using a
collaborative, Socratic approach. When deployed as a collaborative tutor, the
system restricts student interaction to a chat only interface, promoting
controlled and guided engagement. By grounding its responses in teacher
provided source documents, NotebookLM helps mitigate one of the major
shortcomings of standard large language models--hallucinations--thereby
ensuring more traceable and reliable answers. Our experiments demonstrate
NotebookLM's potential as a low cost, easily implemented RAG based tool for
personalized and traceable AI assisted physics learning in diverse educational
settings. Furthermore, NotebookLM also functions as a valuable study tool for
both teachers and students by generating targeted questions, study guides, and
supplementary materials that enhance both classroom instruction and independent
research. While limitations remain, particularly regarding legal restrictions,
the current text only mode of interaction, and the intrinsic reliability
challenges of statistical models, this work presents a promising example of a
grounded AI application in physics education.
",http://arxiv.org/abs/2504.09720v1
The Structural Safety Generalization Problem,"Julius Broomfield, Tom Gibbs, Ethan Kosak-Hine, George Ingebretsen, Tia Nasir, Jason Zhang, Reihaneh Iranmanesh, Sara Pieri, Reihaneh Rabbany, Kellin Pelrine",2025-04-13T20:21:08Z,"  LLM jailbreaks are a widespread safety challenge. Given this problem has not
yet been tractable, we suggest targeting a key failure mechanism: the failure
of safety to generalize across semantically equivalent inputs. We further focus
the target by requiring desirable tractability properties of attacks to study:
explainability, transferability between models, and transferability between
goals. We perform red-teaming within this framework by uncovering new
vulnerabilities to multi-turn, multi-image, and translation-based attacks.
These attacks are semantically equivalent by our design to their single-turn,
single-image, or untranslated counterparts, enabling systematic comparisons; we
show that the different structures yield different safety outcomes. We then
demonstrate the potential for this framework to enable new defenses by
proposing a Structure Rewriting Guardrail, which converts an input to a
structure more conducive to safety assessment. This guardrail significantly
improves refusal of harmful inputs, without over-refusing benign ones. Thus, by
framing this intermediate challenge - more tractable than universal defenses
but essential for long-term safety - we highlight a critical milestone for AI
safety research.
",http://arxiv.org/abs/2504.09712v1
"MLRC-Bench: Can Language Agents Solve Machine Learning Research
  Challenges?","Yunxiang Zhang, Muhammad Khalifa, Shitanshu Bhushan, Grant D Murphy, Lajanugen Logeswaran, Jaekyeom Kim, Moontae Lee, Honglak Lee, Lu Wang",2025-04-13T19:35:43Z,"  Existing evaluation of large language model (LLM) agents on scientific
discovery lacks objective baselines and metrics to assess the viability of
their proposed methods. To address this issue, we introduce MLRC-Bench, a
benchmark designed to quantify how effectively language agents can tackle
challenging Machine Learning (ML) Research Competitions. Our benchmark
highlights open research problems that demand novel methodologies, in contrast
to recent benchmarks such as OpenAI's MLE-Bench (Chan et al., 2024) and METR's
RE-Bench (Wijk et al., 2024), which focus on well-established research tasks
that are largely solvable through sufficient engineering effort. Unlike prior
work, e.g., AI Scientist (Lu et al., 2024b), which evaluates the end-to-end
agentic pipeline by using LLM-as-a-judge, MLRC-Bench measures the key steps of
proposing and implementing novel research methods and evaluates them with newly
proposed rigorous protocol and objective metrics. Our curated suite of 7
competition tasks reveals significant challenges for LLM agents. Even the
best-performing tested agent (gemini-exp-1206 under MLAB (Huang et al., 2024a))
closes only 9.3% of the gap between baseline and top human participant scores.
Furthermore, our analysis reveals a misalignment between the LLM-judged
innovation and their actual performance on cutting-edge ML research problems.
MLRC-Bench is a dynamic benchmark, which is designed to continually grow with
new ML competitions to encourage rigorous and objective evaluations of AI's
research capabilities.
",http://arxiv.org/abs/2504.09702v1
"SPICE: A Synergistic, Precise, Iterative, and Customizable Image Editing
  Workflow","Kenan Tang, Yanhong Li, Yao Qin",2025-04-13T19:13:04Z,"  Recent prompt-based image editing models have demonstrated impressive
prompt-following capability at structural editing tasks. However, existing
models still fail to perform local edits, follow detailed editing prompts, or
maintain global image quality beyond a single editing step. To address these
challenges, we introduce SPICE, a training-free workflow that accepts arbitrary
resolutions and aspect ratios, accurately follows user requirements, and
improves image quality consistently during more than 100 editing steps. By
synergizing the strengths of a base diffusion model and a Canny edge ControlNet
model, SPICE robustly handles free-form editing instructions from the user.
SPICE outperforms state-of-the-art baselines on a challenging realistic
image-editing dataset consisting of semantic editing (object addition, removal,
replacement, and background change), stylistic editing (texture changes), and
structural editing (action change) tasks. Not only does SPICE achieve the
highest quantitative performance according to standard evaluation metrics, but
it is also consistently preferred by users over existing image-editing methods.
We release the workflow implementation for popular diffusion model Web UIs to
support further research and artistic exploration.
",http://arxiv.org/abs/2504.09697v1
"EmoAgent: Assessing and Safeguarding Human-AI Interaction for Mental
  Health Safety","Jiahao Qiu, Yinghui He, Xinzhe Juan, Yiming Wang, Yuhan Liu, Zixin Yao, Yue Wu, Xun Jiang, Ling Yang, Mengdi Wang",2025-04-13T18:47:22Z,"  The rise of LLM-driven AI characters raises safety concerns, particularly for
vulnerable human users with psychological disorders. To address these risks, we
propose EmoAgent, a multi-agent AI framework designed to evaluate and mitigate
mental health hazards in human-AI interactions. EmoAgent comprises two
components: EmoEval simulates virtual users, including those portraying
mentally vulnerable individuals, to assess mental health changes before and
after interactions with AI characters. It uses clinically proven psychological
and psychiatric assessment tools (PHQ-9, PDI, PANSS) to evaluate mental risks
induced by LLM. EmoGuard serves as an intermediary, monitoring users' mental
status, predicting potential harm, and providing corrective feedback to
mitigate risks. Experiments conducted in popular character-based chatbots show
that emotionally engaging dialogues can lead to psychological deterioration in
vulnerable users, with mental state deterioration in more than 34.4% of the
simulations. EmoGuard significantly reduces these deterioration rates,
underscoring its role in ensuring safer AI-human interactions. Our code is
available at: https://github.com/1akaman/EmoAgent
",http://arxiv.org/abs/2504.09689v1
"GAMA: High-Performance \underline{G}EMM \underline{A}cceleration on AMD
  Versal \underline{M}L-Optimized \underline{A}I Engines","Kaustubh Mhatre, Endri Taka, Aman Arora",2025-04-13T18:44:22Z,"  General matrix-matrix multiplication (GEMM) is a fundamental operation in
machine learning (ML) applications. We present the first comprehensive
performance acceleration of GEMM workloads on AMD's second-generation AIE-ML
(AIE2) architecture, which is specifically optimized for ML applications.
Compared to AI-Engine (AIE1), AIE offers increased compute throughput and
larger on-chip memory capacity. We propose a novel design that maximizes AIE
memory utilization, incorporates custom buffer placement within the AIE2 and
staggered kernel placement across the AIE2 array, significantly reducing
performance bottlenecks such as memory stalls and routing congestion, resulting
in improved performance and efficiency compared to the default compiler
provided by AMD. We evaluate the performance benefits of our design at three
levels: single AIE, pack of AIEs and the complete AIE array. GAMA achieves
state-of-the-art performance, delivering up to 165 TOPS (85% of peak) for int8
precision and 83 TBFLOPS (86% of peak) for bfloat16 precision GEMM workloads.
Our solution achieves 8.7%, 9%, 39% and 53.6% higher peak throughput efficiency
compared to the state-of-the-art AIE1 frameworks AMA, MAXEVA, ARIES and CHARM,
respectively.
",http://arxiv.org/abs/2504.09688v1
"AgentDynEx: Nudging the Mechanics and Dynamics of Multi-Agent
  Simulations","Jenny Ma, Riya Sahni, Karthik Sreedhar, Lydia B. Chilton",2025-04-13T17:26:35Z,"  Multi-agent large language model simulations have the potential to model
complex human behaviors and interactions. If the mechanics are set up properly,
unanticipated and valuable social dynamics can surface. However, it is
challenging to consistently enforce simulation mechanics while still allowing
for notable and emergent dynamics. We present AgentDynEx, an AI system that
helps set up simulations from user-specified mechanics and dynamics. AgentDynEx
uses LLMs to guide users through a Configuration Matrix to identify core
mechanics and define milestones to track dynamics. It also introduces a method
called \textit{nudging}, where the system dynamically reflects on simulation
progress and gently intervenes if it begins to deviate from intended outcomes.
A technical evaluation found that nudging enables simulations to have more
complex mechanics and maintain its notable dynamics compared to simulations
without nudging. We discuss the importance of nudging as a technique for
balancing mechanics and dynamics of multi-agent simulations.
",http://arxiv.org/abs/2504.09662v1
"Building AI Service Repositories for On-Demand Service Orchestration in
  6G AI-RAN","Yun Tang, Mengbang Zou, Udhaya Chandhar Srinivasan, Obumneme Umealor, Dennis Kevogo, Benjamin James Scott, Weisi Guo",2025-04-13T16:40:58Z,"  Efficient orchestration of AI services in 6G AI-RAN requires well-structured,
ready-to-deploy AI service repositories combined with orchestration methods
adaptive to diverse runtime contexts across radio access, edge, and cloud
layers. Current literature lacks comprehensive frameworks for constructing such
repositories and generally overlooks key practical orchestration factors. This
paper systematically identifies and categorizes critical attributes influencing
AI service orchestration in 6G networks and introduces an open-source,
LLM-assisted toolchain that automates service packaging, deployment, and
runtime profiling. We validate the proposed toolchain through the Cranfield AI
Service repository case study, demonstrating significant automation benefits,
reduced manual coding efforts, and the necessity of infrastructure-specific
profiling, paving the way for more practical orchestration frameworks.
",http://arxiv.org/abs/2504.09647v1
ControlNET: A Firewall for RAG-based LLM System,"Hongwei Yao, Haoran Shi, Yidou Chen, Yixin Jiang, Cong Wang, Zhan Qin, Kui Ren, Chun Chen",2025-04-13T14:18:35Z,"  Retrieval-Augmented Generation (RAG) has significantly enhanced the factual
accuracy and domain adaptability of Large Language Models (LLMs). This
advancement has enabled their widespread deployment across sensitive domains
such as healthcare, finance, and enterprise applications. RAG mitigates
hallucinations by integrating external knowledge, yet introduces privacy risk
and security risk, notably data breaching risk and data poisoning risk. While
recent studies have explored prompt injection and poisoning attacks, there
remains a significant gap in comprehensive research on controlling inbound and
outbound query flows to mitigate these threats. In this paper, we propose an AI
firewall, ControlNET, designed to safeguard RAG-based LLM systems from these
vulnerabilities. ControlNET controls query flows by leveraging activation shift
phenomena to detect adversarial queries and mitigate their impact through
semantic divergence. We conduct comprehensive experiments on four different
benchmark datasets including Msmarco, HotpotQA, FinQA, and MedicalSys using
state-of-the-art open source LLMs (Llama3, Vicuna, and Mistral). Our results
demonstrate that ControlNET achieves over 0.909 AUROC in detecting and
mitigating security threats while preserving system harmlessness. Overall,
ControlNET offers an effective, robust, harmless defense mechanism, marking a
significant advancement toward the secure deployment of RAG-based LLM systems.
",http://arxiv.org/abs/2504.09593v1
